Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2020-01-02,LIN,213.5800018310547,214.4499969482422,210.4600067138672,210.7400054931641,193.38540649414065,2604100
2020-01-03,LIN,207.3999938964844,209.0500030517578,205.1699981689453,205.259994506836,188.356674194336,2899300
2020-01-06,LIN,204.6000061035156,206.3500061035156,204.19000244140625,204.38999938964844,187.558334350586,2395300
2020-01-07,LIN,204.8099975585937,206.75,204.25,204.8300018310547,187.9620819091797,2589200
2020-01-08,LIN,205.2700042724609,208.19000244140625,205.1000061035156,207.38999938964844,190.3112945556641,1327300
2020-01-09,LIN,208.0800018310547,209.7400054931641,207.8099975585937,208.8500061035156,191.65103149414065,1086100
2020-01-10,LIN,210.7400054931641,211.8300018310547,208.92999267578125,209.0800018310547,191.86209106445312,1217600
2020-01-13,LIN,209.7899932861328,211.92999267578125,209.3300018310547,211.8000030517578,194.35812377929688,1225700
2020-01-14,LIN,211.2700042724609,212.1199951171875,209.13999938964844,209.9600067138672,192.66961669921875,2107300
2020-01-15,LIN,210.9900054931641,212.0800018310547,210.3500061035156,211.44000244140625,194.0278167724609,1078200
2020-01-16,LIN,212.8800048828125,213.07000732421875,211.77999877929688,213.0599975585937,195.5143280029297,1302600
2020-01-17,LIN,213.19000244140625,214.4199981689453,212.83999633789065,214.1000061035156,196.4687042236328,1903700
2020-01-21,LIN,211.6999969482422,212.7400054931641,211.17999267578125,211.72999572753903,194.2938690185547,1384500
2020-01-22,LIN,211.1999969482422,211.9499969482422,210.4499969482422,211.0800018310547,193.6974029541016,966900
2020-01-23,LIN,208.4199981689453,209.6499938964844,207.5200042724609,209.6199951171875,192.357666015625,1400700
2020-01-24,LIN,210.0,212.3000030517578,208.82000732421875,209.9900054931641,192.6971435546875,1541600
2020-01-27,LIN,205.22000122070312,206.3000030517578,204.08999633789065,204.8800048828125,188.00796508789065,1947800
2020-01-28,LIN,205.42999267578125,208.92999267578125,205.17999267578125,207.8800048828125,190.7609100341797,1229400
2020-01-29,LIN,208.1300048828125,209.44000244140625,207.6600036621093,208.22999572753903,191.0821228027344,982700
2020-01-30,LIN,206.47000122070312,208.57000732421875,205.4600067138672,208.22999572753903,191.0821228027344,1381300
2020-01-31,LIN,205.6300048828125,206.33999633789065,202.97000122070312,203.1300048828125,186.402084350586,1909700
2020-02-03,LIN,203.7700042724609,210.0500030517578,203.5800018310547,209.44000244140625,192.19248962402344,2911500
2020-02-04,LIN,210.8099975585937,214.8500061035156,210.6199951171875,213.5,195.91815185546875,2369400
2020-02-05,LIN,217.1199951171875,217.1199951171875,213.259994506836,216.7400054931641,198.89129638671875,2970400
2020-02-06,LIN,216.7899932861328,217.4199981689453,215.07000732421875,216.75,198.90049743652344,2234200
2020-02-07,LIN,214.77999877929688,215.69000244140625,212.72999572753903,214.1600036621093,196.5237731933593,995300
2020-02-10,LIN,214.88999938964844,215.72999572753903,214.1199951171875,215.44000244140625,197.6983337402344,1435600
2020-02-11,LIN,217.5800018310547,218.83999633789065,215.97999572753903,216.22000122070312,198.4141540527344,1385500
2020-02-12,LIN,217.1199951171875,217.4199981689453,215.509994506836,217.1999969482422,199.31344604492188,1238000
2020-02-13,LIN,222.3000030517578,227.8500061035156,221.13999938964844,221.259994506836,203.0391082763672,2231800
2020-02-14,LIN,221.63999938964844,223.1000061035156,221.22000122070312,222.63999938964844,204.30545043945312,1280300
2020-02-18,LIN,224.0399932861328,224.58999633789065,222.8699951171875,223.5500030517578,205.1405029296875,1524700
2020-02-19,LIN,223.0200042724609,223.5500030517578,221.8699951171875,222.47999572753903,204.1585998535156,1590100
2020-02-20,LIN,220.4499969482422,222.3600006103516,218.02999877929688,221.1999969482422,202.98403930664065,1534700
2020-02-21,LIN,219.9900054931641,220.3000030517578,218.2400054931641,218.33999633789065,200.35955810546875,1660100
2020-02-24,LIN,211.1499938964844,212.32000732421875,209.6000061035156,210.5500030517578,193.2110595703125,2020400
2020-02-25,LIN,209.17999267578125,209.6999969482422,200.8500061035156,201.6499938964844,185.0439910888672,2743100
2020-02-26,LIN,203.3000030517578,206.9199981689453,202.5800018310547,203.4100036621093,186.65907287597656,2711200
2020-02-27,LIN,199.8699951171875,203.3699951171875,194.8999938964844,194.9499969482422,178.8957061767578,3685500
2020-02-28,LIN,190.8099975585937,192.8300018310547,185.9499969482422,191.009994506836,175.28018188476562,5555300
2020-03-02,LIN,191.3000030517578,198.3000030517578,189.4100036621093,198.1499938964844,181.83218383789065,3489600
2020-03-03,LIN,198.0200042724609,201.83999633789065,192.33999633789065,195.38999938964844,179.2994842529297,4063300
2020-03-04,LIN,198.3999938964844,205.75,197.3699951171875,205.52999877929688,188.6044921875,2755600
2020-03-05,LIN,197.7400054931641,199.47999572753903,195.07000732421875,196.509994506836,181.17613220214844,3204300
2020-03-06,LIN,192.1300048828125,192.6600036621093,185.759994506836,189.1999969482422,174.43658447265625,4466800
2020-03-09,LIN,175.05999755859375,180.3800048828125,172.32000732421875,173.1300048828125,159.6205291748047,4822700
2020-03-10,LIN,176.47999572753906,177.4199981689453,167.52000427246094,176.2100067138672,162.4601593017578,5604100
2020-03-11,LIN,173.4600067138672,176.66000366210938,172.5399932861328,173.9199981689453,160.34889221191406,4315300
2020-03-12,LIN,163.39999389648438,169.9499969482422,157.0,158.02000427246094,145.6895751953125,6340400
2020-03-13,LIN,173.3800048828125,177.14999389648438,161.35000610351562,176.5,162.72752380371094,6386900
2020-03-16,LIN,148.72000122070312,163.63999938964844,146.7100067138672,158.35000610351562,145.99383544921875,7079300
2020-03-17,LIN,156.75999450683594,165.63999938964844,155.66000366210938,163.8800048828125,151.09234619140625,4956600
2020-03-18,LIN,153.38999938964844,160.16000366210938,149.63999938964844,157.50999450683594,145.21934509277344,4723900
2020-03-19,LIN,151.47000122070312,158.80999755859375,148.80999755859375,154.00999450683594,141.992431640625,4296100
2020-03-20,LIN,154.10000610351562,157.94000244140625,148.0500030517578,151.3000030517578,139.49395751953125,4699900
2020-03-23,LIN,149.77999877929688,155.36000061035156,146.8000030517578,150.0,138.2953643798828,4434000
2020-03-24,LIN,159.2899932861328,166.83999633789062,157.0,164.80999755859375,151.9497528076172,3423100
2020-03-25,LIN,163.07000732421875,175.4600067138672,161.33999633789062,165.3000030517578,152.4014892578125,3258400
2020-03-26,LIN,169.27000427246094,175.0,168.69000244140625,174.19000244140625,160.5978240966797,2726000
2020-03-27,LIN,167.3300018310547,171.05999755859375,166.2100067138672,167.33999633789062,154.2823028564453,2301600
2020-03-30,LIN,172.25999450683594,177.2899932861328,170.83999633789062,176.8000030517578,163.004150390625,2480500
2020-03-31,LIN,172.6999969482422,177.25,170.61000061035156,173.0,159.5006561279297,3142300
2020-04-01,LIN,165.6199951171875,168.50999450683594,160.22000122070312,160.8699951171875,148.3171844482422,3822000
