Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2020-01-02,NDSN,163.22000122070312,165.22999572753906,162.22999572753906,165.22999572753906,154.89410400390625,251900
2020-01-03,NDSN,162.8300018310547,164.3800048828125,162.52000427246094,164.05999755859375,153.79725646972656,163200
2020-01-06,NDSN,163.82000732421875,163.89999389648438,162.44000244140625,163.60000610351562,153.36610412597656,160900
2020-01-07,NDSN,162.8699951171875,164.1999969482422,162.22999572753906,163.00999450683594,152.81301879882812,201200
2020-01-08,NDSN,163.0,163.39999389648438,161.67999267578125,162.17999267578125,152.03489685058594,197500
2020-01-09,NDSN,162.74000549316406,164.6699981689453,162.1699981689453,164.6300048828125,154.33163452148438,180500
2020-01-10,NDSN,164.72999572753906,164.85000610351562,163.42999267578125,163.61000061035156,153.3754119873047,314800
2020-01-13,NDSN,163.5,165.38999938964844,163.24000549316406,165.3699951171875,155.02536010742188,128200
2020-01-14,NDSN,165.3699951171875,165.83999633789062,163.75,165.08999633789062,154.76283264160156,331900
2020-01-15,NDSN,165.42999267578125,166.30999755859375,164.2899932861328,165.99000549316406,155.60655212402344,178300
2020-01-16,NDSN,166.88999938964844,168.6199951171875,166.88999938964844,168.3300018310547,157.80015563964844,193000
2020-01-17,NDSN,168.5,170.14999389648438,168.5,169.5,158.89698791503906,197300
2020-01-21,NDSN,168.9600067138672,170.3300018310547,167.97000122070312,168.7100067138672,158.1563720703125,290100
2020-01-22,NDSN,169.50999450683594,171.66000366210938,169.50999450683594,170.33999633789062,159.6844482421875,563000
2020-01-23,NDSN,170.0,172.5800018310547,168.64999389648438,172.2899932861328,161.51242065429688,338400
2020-01-24,NDSN,172.3000030517578,173.39999389648438,170.36000061035156,170.97999572753906,160.284423828125,266900
2020-01-27,NDSN,173.07000732421875,173.9600067138672,168.85000610351562,173.00999450683594,162.18740844726562,297300
2020-01-28,NDSN,173.02000427246094,176.75,173.02000427246094,175.3300018310547,164.3623046875,297000
2020-01-29,NDSN,175.47000122070312,176.85000610351562,173.92999267578125,173.97999572753906,163.09674072265625,212500
2020-01-30,NDSN,173.17999267578125,174.08999633789062,170.5,172.55999755859375,161.76559448242188,309800
2020-01-31,NDSN,171.8699951171875,171.8800048828125,168.19000244140625,168.86000061035156,158.29702758789062,416300
2020-02-03,NDSN,169.85000610351562,172.52999877929688,169.58999633789062,171.6699981689453,160.93124389648438,172200
2020-02-04,NDSN,174.42999267578125,178.49000549316406,174.42999267578125,178.02999877929688,166.8933563232422,203200
2020-02-05,NDSN,180.27999877929688,180.27999877929688,178.2100067138672,178.75999450683594,167.57774353027344,204800
2020-02-06,NDSN,178.7899932861328,178.7899932861328,175.9600067138672,177.61000061035156,166.4996795654297,192400
2020-02-07,NDSN,175.22000122070312,177.55999755859375,173.3699951171875,175.1999969482422,164.24041748046875,199800
2020-02-10,NDSN,174.36000061035156,176.22999572753906,174.36000061035156,175.6199951171875,164.6341552734375,118000
2020-02-11,NDSN,175.8000030517578,178.07000732421875,175.25999450683594,176.97000122070312,165.8997039794922,131900
2020-02-12,NDSN,176.69000244140625,179.10000610351562,176.66000366210938,178.50999450683594,167.3433837890625,132100
2020-02-13,NDSN,177.47000122070312,178.7100067138672,177.19000244140625,177.6199951171875,166.5090789794922,101400
2020-02-14,NDSN,177.60000610351562,178.6300048828125,176.4199981689453,177.49000549316406,166.38717651367188,143300
2020-02-18,NDSN,176.60000610351562,176.6699981689453,172.0399932861328,172.5800018310547,161.7843475341797,309400
2020-02-19,NDSN,173.0800018310547,175.49000549316406,170.75,171.49000549316406,160.76251220703125,424400
2020-02-20,NDSN,169.80999755859375,175.8699951171875,169.80999755859375,172.10000610351562,161.33436584472656,377000
2020-02-21,NDSN,171.1999969482422,171.86000061035156,169.91000366210938,170.1999969482422,159.55319213867188,291900
2020-02-24,NDSN,163.94000244140625,165.5,161.77999877929688,164.5800018310547,154.62998962402344,271800
2020-02-25,NDSN,164.85000610351562,166.25,156.75,157.16000366210938,147.65858459472656,317800
2020-02-26,NDSN,158.6699981689453,160.02999877929688,155.27999877929688,155.41000366210938,146.0143585205078,244100
2020-02-27,NDSN,152.4199981689453,154.75999450683594,149.3800048828125,149.4600067138672,140.42413330078125,259000
2020-02-28,NDSN,144.7100067138672,147.32000732421875,142.4600067138672,145.3000030517578,136.51559448242188,486300
2020-03-02,NDSN,146.4600067138672,148.33999633789062,143.52999877929688,147.91000366210938,138.96780395507812,513500
2020-03-03,NDSN,148.47999572753906,151.19000244140625,143.5,144.8000030517578,136.0458221435547,367800
2020-03-04,NDSN,147.6199951171875,149.4600067138672,145.2899932861328,148.10000610351562,139.14633178710938,385300
2020-03-05,NDSN,144.16000366210938,145.6300048828125,140.6999969482422,143.07000732421875,134.42039489746094,312100
2020-03-06,NDSN,138.25,143.92999267578125,137.72000122070312,143.14999389648438,134.49562072753906,322300
2020-03-09,NDSN,133.1999969482422,135.80999755859375,130.0,131.88999938964844,123.91633605957033,338800
2020-03-10,NDSN,136.6699981689453,140.77000427246094,133.22999572753906,140.72000122070312,132.2125244140625,298300
2020-03-11,NDSN,136.39999389648438,138.16000366210938,132.8800048828125,133.8000030517578,125.7108383178711,353400
2020-03-12,NDSN,124.56999969482422,127.87999725341795,115.80999755859376,116.63999938964844,109.58829498291016,379100
2020-03-13,NDSN,123.3000030517578,125.83000183105467,115.72000122070312,125.7300033569336,118.12875366210938,374300
2020-03-16,NDSN,107.5,112.08999633789062,102.61000061035156,102.70999908447266,96.5004653930664,406400
2020-03-17,NDSN,104.66999816894533,111.16999816894533,100.81999969482422,110.06999969482422,103.41551208496094,447100
2020-03-18,NDSN,102.02999877929688,109.45999908447266,98.5999984741211,104.16999816894533,97.87220001220705,339200
2020-03-19,NDSN,102.62000274658205,117.33000183105467,97.45999908447266,114.58000183105467,107.6528549194336,272700
2020-03-20,NDSN,112.62999725341795,116.19000244140624,105.54000091552734,107.23999786376952,100.756591796875,580100
