Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2020-01-02,ODFL,63.41999816894531,64.01333618164062,62.89666748046875,64.01000213623047,62.28091430664063,1959000
2020-01-03,ODFL,63.45000076293945,63.5966682434082,62.92333221435547,63.24666595458984,61.538204193115234,1860000
2020-01-06,ODFL,62.900001525878906,63.026668548583984,62.02333450317383,62.74666595458984,61.05169677734375,1934700
2020-01-07,ODFL,62.81333160400391,63.12333297729492,62.56666564941406,62.926666259765625,61.226844787597656,1421400
2020-01-08,ODFL,63.06666564941406,63.619998931884766,62.823333740234375,63.223331451416016,61.5154914855957,1310700
2020-01-09,ODFL,63.5966682434082,64.72333526611328,63.33666610717773,64.67333221435547,62.92632293701172,1816200
2020-01-10,ODFL,64.91666412353516,65.99666595458984,64.61000061035156,65.65666961669922,63.88310623168945,2302200
2020-01-13,ODFL,65.66999816894531,66.91666412353516,65.51667022705078,66.87000274658203,65.06366729736328,2274300
2020-01-14,ODFL,66.77333068847656,68.46333312988281,66.77333068847656,68.0,66.16313934326172,2179500
2020-01-15,ODFL,67.90666961669922,68.81999969482422,67.86333465576172,68.69000244140625,66.83448791503906,1368000
2020-01-16,ODFL,69.13666534423828,69.74333190917969,68.9566650390625,69.663330078125,67.78155517578125,1440900
2020-01-17,ODFL,68.9800033569336,70.05999755859375,68.663330078125,69.4800033569336,67.6031494140625,1460400
2020-01-21,ODFL,69.33333587646484,69.73332977294922,68.3933334350586,68.47333526611328,66.62366485595703,1472400
2020-01-22,ODFL,68.84333038330078,68.913330078125,67.52999877929688,67.5999984741211,65.77393341064453,1206300
2020-01-23,ODFL,67.50333404541016,68.56999969482422,66.98999786376953,68.4566650390625,66.60748291015625,1251600
2020-01-24,ODFL,68.5999984741211,69.01667022705078,67.58000183105469,68.15666961669922,66.31558227539062,853800
2020-01-27,ODFL,66.75333404541016,67.66999816894531,66.33000183105469,66.89666748046875,65.089599609375,1338000
2020-01-28,ODFL,67.19000244140625,67.4800033569336,66.69000244140625,67.12666320800781,65.3133773803711,967500
2020-01-29,ODFL,67.14666748046875,68.55000305175781,67.14666748046875,67.63999938964844,65.81285858154297,879600
2020-01-30,ODFL,66.87999725341797,68.22333526611328,66.6866683959961,67.87000274658203,66.03662872314453,1122300
2020-01-31,ODFL,67.4433364868164,67.7933349609375,65.21666717529297,65.41000366210938,63.64310073852539,1711200
2020-02-03,ODFL,65.87666320800781,66.84333038330078,65.41666412353516,66.28333282470703,64.49283599853516,1304400
2020-02-04,ODFL,67.19999694824219,68.24666595458984,67.19999694824219,68.11000061035156,66.27017974853516,1263600
2020-02-05,ODFL,68.51000213623047,69.07333374023438,68.33000183105469,68.98332977294922,67.1198959350586,1478700
2020-02-06,ODFL,68.96666717529297,73.27666473388672,68.52666473388672,72.61666870117188,70.65509796142578,2429400
2020-02-07,ODFL,73.25333404541016,73.76667022705078,72.27999877929688,73.52999877929688,71.54374694824219,1655100
2020-02-10,ODFL,73.34333038330078,73.82333374023438,72.83000183105469,73.40333557128906,71.4205093383789,1244700
2020-02-11,ODFL,73.62999725341797,73.75666809082031,72.57333374023438,73.14666748046875,71.17076110839844,1073400
2020-02-12,ODFL,73.3499984741211,74.58333587646484,72.90333557128906,74.29000091552734,72.28321838378906,789900
2020-02-13,ODFL,73.9433364868164,74.58333587646484,73.91666412353516,74.32666778564453,72.31889343261719,631500
2020-02-14,ODFL,74.5433349609375,74.5433349609375,73.76667022705078,73.97000122070312,71.97186279296875,645300
