Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2020-01-02,NVDA,5.96875,5.99774980545044,5.918000221252441,5.99774980545044,5.971076965332031,237536000
2020-01-03,NVDA,5.877500057220459,5.945750236511231,5.852499961853027,5.901750087738037,5.875504493713379,205384000
2020-01-06,NVDA,5.808000087738037,5.9317498207092285,5.781750202178955,5.926499843597412,5.900144577026367,262636000
2020-01-07,NVDA,5.954999923706055,6.044250011444092,5.909749984741211,5.9982500076293945,5.971575736999512,314856000
2020-01-08,NVDA,5.99399995803833,6.051000118255615,5.953750133514404,6.009500026702881,5.982775688171387,277108000
2020-01-09,NVDA,6.096250057220459,6.148250102996826,6.021500110626221,6.075500011444092,6.048480987548828,255112000
2020-01-10,NVDA,6.183249950408936,6.213749885559082,6.09375,6.107999801635742,6.080837249755859,316296000
2020-01-13,NVDA,6.191500186920166,6.324749946594238,6.168749809265137,6.299499988555908,6.271486282348633,319840000
2020-01-14,NVDA,6.256499767303467,6.2820000648498535,6.168749809265137,6.182000160217285,6.154507160186768,359088000
2020-01-15,NVDA,6.19474983215332,6.217249870300293,6.113249778747559,6.139249801635742,6.111948013305664,263104000
2020-01-16,NVDA,6.192999839782715,6.229249954223633,6.16949987411499,6.223249912261963,6.19557523727417,284192000
2020-01-17,NVDA,6.242499828338623,6.25,6.184249877929688,6.23199987411499,6.204286575317383,253792000
2020-01-21,NVDA,6.195250034332275,6.232250213623047,6.164249897003174,6.198500156402588,6.170934677124023,217916000
2020-01-22,NVDA,6.24399995803833,6.339749813079834,6.224999904632568,6.252749919891357,6.224942207336426,239240000
2020-01-23,NVDA,6.293000221252441,6.329999923706055,6.203750133514404,6.321499824523926,6.2933878898620605,244516000
2020-01-24,NVDA,6.4375,6.487500190734863,6.207499980926514,6.26200008392334,6.234152317047119,373512000
2020-01-27,NVDA,5.955999851226807,6.056250095367432,5.805749893188477,6.005000114440918,5.978297233581543,470536000
