Date,TCS.NS,INFY.NS,HCLTECH.NS,TATASTEEL.NS,HINDALCO.NS,JINDALSTEL.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS,HINDUNILVR.NS,ITC.NS,NESTLEIND.NS
2021-03-01,0.010277376130267236,0.010871861721175593,0.022720703132568822,0.0211001631884494,0.011251671163823142,0.027889773022066362,0.015841108047358287,0.017577678184212776,0.035885992893975406,0.005309011514378699,0.014851169039679766,0.011783023977802294
2021-03-02,0.02770602006173166,0.02916777521185749,0.024841026119460083,0.006958230194212213,0.0033363985676208635,-0.020770124675878014,0.005948008532262654,0.003527840553479231,-0.0004063531497272103,0.015990824630168914,0.014395741432921846,0.017263124969794253
2021-03-03,0.017393955028841664,0.029495816081289972,0.01198545409297598,0.055082629931464434,0.04002800071221832,0.032713472487733396,0.011822515042864216,0.03476939250867769,0.029301016742141535,0.007114224110735959,0.0002380941054385606,0.007398957781302926
2021-03-04,-0.0030775688411884385,-0.009873515721397656,-0.0075395969452078165,-0.025015858567297815,-0.027936228182368447,-0.03789983384603709,-0.02217425119353786,-0.018119119004965573,-0.0009479538877361444,0.0015489803327303228,-0.0011915006350922408,-0.0022451573814945332
2021-03-05,-0.013751186043276034,-0.010313552472119786,-0.0173731772039165,-0.033062521814302505,-0.03375855759987266,-0.043108793689402417,-0.014308922432525876,-0.018371581435472198,0.012983707437618381,0.0019099409752495915,-0.005499169660298308,0.007241903730561875
2021-03-08,-0.00036568126133144734,0.014364361675866215,0.02143609983201843,0.005372322457473064,-0.0037067077755441272,0.005259884274051231,-0.00688654912754059,-0.002299799702221763,-0.003465024083738256,-0.012135369539942814,-0.0026406241972114822,0.004135326734433837
2021-03-09,0.014526489134883929,0.007310175796313348,0.011627606842718989,-0.04225008977368587,-0.010002293661356475,-0.03517396702803631,0.027905911364955686,0.02765440708445532,0.03240511262688314,0.010953616335942882,-0.0009621197737654004,0.00345649153041427
2021-03-10,0.0065340356552039056,0.016656426682586056,0.015650570069846593,0.024804633668592924,0.02108154376256323,0.023690290895231635,-0.004329438708148578,0.0007996330429493495,-0.007608725516506418,0.013261713111357716,-0.006275644687171794,0.0012203075219336674
2021-03-12,-0.004242195494305906,0.004885211319855794,-0.009401722261228651,-0.006299836253693348,-0.03027603872410424,-0.008464034116645062,-0.0024456062876325353,-0.020591022296577194,-0.01477287375360391,-0.010423067632018508,-0.006315371847055992,-0.012420615505144271
2021-03-15,0.0026779705306905037,-0.0009095552252484192,0.013288822730975562,0.022591590594997026,0.010843465970575172,0.026254131975869573,-0.015127143522686456,-0.015374079796701075,-0.008563066979412422,0.0027629462433664013,0.0012178032175118164,0.0065920350487698376
