Date,TCS.NS,INFY.NS,HCLTECH.NS,TATASTEEL.NS,HINDALCO.NS,JINDALSTEL.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS,HINDUNILVR.NS,ITC.NS,NESTLEIND.NS
2021-03-01,2570.595947265625,1115.36572265625,760.57666015625,62.87849426269531,332.0802001953125,340.5865783691406,738.2760620117188,588.3885498046875,367.54449462890625,1971.0821533203125,162.6466064453125,770.1901245117188
2021-03-02,2642.81298828125,1148.3778076171875,779.7066650390625,63.317543029785156,333.19000244140625,333.5855712890625,742.680419921875,590.4679565429688,367.3951110839844,2002.854736328125,165.00491333007812,783.6013793945312
2021-03-03,2689.184814453125,1182.75439453125,789.1080932617188,66.90309143066406,346.7974548339844,344.6787109375,751.5128784179688,611.3593139648438,378.3194580078125,2017.154541015625,165.04421997070312,789.4208374023438
2021-03-04,2680.9208984375,1171.1341552734375,783.1810913085938,65.25020599365234,337.24334716796875,331.85992431640625,735.031982421875,600.3816528320312,377.9609680175781,2020.281005859375,164.8477020263672,787.650390625
2021-03-05,2644.3076171875,1159.1175537109375,769.692138671875,63.128143310546875,326.0484924316406,317.8578186035156,724.5894165039062,589.4525146484375,382.9003601074219,2024.1436767578125,163.9436798095703,793.3751220703125
2021-03-08,2643.340576171875,1175.8878173828125,786.3695678710938,63.46818923950195,324.8421936035156,319.53411865234375,719.61669921875,588.098388671875,381.57586669921875,1999.7283935546875,163.5113067626953,796.6629028320312
2021-03-09,2682.02001953125,1184.51513671875,795.5665893554688,60.8425178527832,321.60919189453125,308.490234375,739.9808959960938,604.5889282226562,394.1434020996094,2021.7525634765625,163.35409545898438,799.4212646484375
2021-03-10,2699.601318359375,1204.410400390625,808.1153564453125,62.370574951171875,328.461181640625,315.8856506347656,736.7843017578125,605.072509765625,391.1558837890625,2048.742919921875,162.33213806152344,800.3973999023438
2021-03-12,2688.17333984375,1210.3082275390625,800.5533447265625,61.97887420654297,318.6657409667969,313.2232666015625,734.9845581054688,592.7409057617188,385.4197998046875,2027.5,161.31021118164062,790.5174560546875
2021-03-15,2695.38134765625,1209.207763671875,811.2627563476562,63.39501953125,322.1399230957031,321.5555725097656,723.9500122070312,583.6976318359375,382.133544921875,2033.1092529296875,161.50672912597656,795.745849609375
2021-03-16,2733.9736328125,1218.36328125,823.44384765625,62.33183288574219,322.2364807128906,319.04107666015625,716.1358032226562,575.4282836914062,379.056396484375,2063.64111328125,163.39340209960938,791.4391479492188
2021-03-17,2736.52197265625,1221.004150390625,807.2571411132812,60.64021682739258,314.9984436035156,304.4473571777344,708.1795654296875,570.1571044921875,372.11541748046875,2047.317626953125,165.55519104003906,777.90966796875
